org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY
MOZILLA,onnxruntime/csharp/test/Microsoft.AI.MachineLearning.Tests.DotNet5_0/NuGet.config.pp,1,0,10,0,0,0,0,8,0,0,0,0
MOZILLA,onnxruntime/csharp/test/Microsoft.AI.MachineLearning.Tests.DotNet5_0/Microsoft.AI.MachineLearning.Tests.DotNet5_0.csproj.pp,0,0,24,0,0,0,0,5,0,0,0,0
MOZILLA,onnxruntime/csharp/test/Microsoft.AI.MachineLearning.Tests.Uwp/NuGet.config.pp,1,0,10,0,0,0,0,8,0,0,0,0
MOZILLA,onnxruntime/csharp/test/Microsoft.AI.MachineLearning.Tests.Uwp/Microsoft.AI.MachineLearning.Tests.Uwp.csproj.pp,1,0,177,0,0,0,0,39,0,0,0,0
MOZILLA,onnxruntime/csharp/test/Microsoft.AI.MachineLearning.Tests/Microsoft.AI.MachineLearning.Tests.props.pp,1,0,6,0,0,0,0,4,0,0,0,0
MOZILLA,opsec-puppet/modules/mig/manifests/common.pp,1,4,27,1,1,1,9,11,3,0,1,0
MOZILLA,opsec-puppet/modules/mig/manifests/server/scheduler.pp,1,8,109,9,1,1,52,50,3,0,5,0
MOZILLA,opsec-puppet/modules/mig/manifests/server/base.pp,1,1,42,0,1,2,10,18,3,0,0,0
MOZILLA,opsec-puppet/modules/mig/manifests/server/relay.pp,1,20,162,8,3,1,79,81,8,0,5,0
MOZILLA,opsec-puppet/modules/mig/manifests/server/api.pp,1,5,78,4,1,1,30,28,3,0,3,0
MOZILLA,opsec-puppet/modules/mig/manifests/agent/base.pp,1,6,101,3,0,2,42,46,6,0,4,0
MOZILLA,opsec-puppet/modules/mig/manifests/agent/checkin.pp,2,2,22,0,2,1,7,11,6,0,0,0
MOZILLA,opsec-puppet/modules/mig/manifests/agent/daemon.pp,2,1,20,0,0,0,9,10,4,0,0,0
MOZILLA,opsec-puppet/modules/nat/manifests/init.pp,0,0,27,0,2,2,14,16,1,0,0,0
MOZILLA,opsec-puppet/modules/observer/manifests/mq.pp,1,1,11,0,1,0,1,1,5,0,0,0
MOZILLA,opsec-puppet/modules/observer/manifests/package.pp,1,1,32,0,1,1,9,8,5,0,0,0
MOZILLA,opsec-puppet/modules/observer/manifests/db.pp,4,1,37,0,2,1,13,17,5,0,0,0
MOZILLA,opsec-puppet/modules/observer/manifests/trigger.pp,2,5,55,4,2,2,24,26,5,0,3,0
MOZILLA,opsec-puppet/modules/observer/manifests/tlsanalyzer.pp,1,2,26,1,1,1,5,9,5,0,1,0
MOZILLA,opsec-puppet/modules/observer/manifests/tlsretriever.pp,1,2,25,1,1,1,5,8,5,0,1,0
MOZILLA,opsec-puppet/modules/observer/manifests/certretriever.pp,1,2,25,1,1,1,5,8,5,0,1,0
MOZILLA,opsec-puppet/modules/observer/manifests/certanalyzer.pp,1,2,26,1,1,1,5,9,5,0,1,0
MOZILLA,opsec-puppet/modules/base/manifests/init.pp,0,0,32,1,3,1,5,12,4,0,0,0
MOZILLA,opsec-puppet/modules/puppet/manifests/cron.pp,0,0,14,0,1,0,5,5,0,0,0,0
MOZILLA,opsec-puppet/modules/puppet/manifests/agent.pp,0,1,19,0,1,1,5,6,0,0,1,0
MOZILLA,opsec-puppet/modules/puppet/manifests/master.pp,0,1,53,0,6,1,27,26,0,0,4,0
MOZILLA,opsec-puppet/manifests/site.pp,1,0,40,0,0,16,1,3,2,0,0,0
MOZILLA,peekaboo/puppet/manifests/vagrant.pp,0,0,29,0,0,1,5,5,5,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/python.pp,0,0,34,3,2,0,9,20,1,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/playdoh.pp,0,3,39,4,1,0,15,20,4,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/custom.pp,0,0,3,0,0,0,0,0,1,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/apache.pp,0,6,61,4,4,0,22,24,2,0,2,0
MOZILLA,peekaboo/puppet/manifests/classes/init.pp,0,0,25,1,2,0,6,11,4,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/mysql.pp,0,0,26,1,4,0,6,5,1,0,0,0
MOZILLA,peekaboo/puppet/manifests/classes/memcached.pp,0,0,14,1,2,0,4,1,3,0,0,0
MOZILLA,playdoh/puppet/manifests/vagrant.pp,0,0,29,0,0,1,5,5,5,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/python.pp,0,0,34,3,2,0,9,20,1,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/playdoh.pp,0,3,39,4,1,0,15,20,4,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/custom.pp,0,0,3,0,0,0,0,0,1,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/apache.pp,0,6,61,4,4,0,22,24,2,0,2,0
MOZILLA,playdoh/puppet/manifests/classes/init.pp,0,0,25,1,2,0,6,11,4,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/mysql.pp,0,0,26,1,4,0,6,5,1,0,0,0
MOZILLA,playdoh/puppet/manifests/classes/memcached.pp,0,0,14,1,2,0,4,1,3,0,0,0
MOZILLA,pto/puppet/manifests/vagrant.pp,0,0,29,0,0,1,5,5,5,0,0,0
MOZILLA,pto/puppet/manifests/classes/python.pp,0,0,34,3,2,0,9,20,1,0,0,0
MOZILLA,pto/puppet/manifests/classes/playdoh.pp,0,3,39,4,1,0,15,20,4,0,0,0
MOZILLA,pto/puppet/manifests/classes/custom.pp,0,0,3,0,0,0,0,0,1,0,0,0
MOZILLA,pto/puppet/manifests/classes/apache.pp,0,6,61,4,4,0,22,24,2,0,2,0
MOZILLA,pto/puppet/manifests/classes/init.pp,0,0,25,1,2,0,6,11,4,0,0,0
MOZILLA,pto/puppet/manifests/classes/mysql.pp,0,0,26,1,4,0,6,5,1,0,0,0
MOZILLA,pto/puppet/manifests/classes/memcached.pp,0,0,14,1,2,0,4,1,3,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/init.pp,0,2,29,2,2,0,8,8,3,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/packer/buildbox.pp,0,2,51,2,3,1,9,31,2,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/packer/base.pp,9,14,274,21,21,1,111,139,9,0,8,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/buildbox.pp,0,3,82,7,5,1,41,48,2,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/consul.pp,0,4,45,1,1,1,16,19,3,0,2,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/admin.pp,0,1,15,1,0,1,5,6,1,0,1,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/postgres.pp,0,0,13,1,1,1,3,2,1,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/analysis.pp,0,3,42,3,2,1,15,21,2,0,2,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/webapp.pp,0,4,57,3,3,1,29,34,1,0,5,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/symbolapi.pp,0,0,12,0,1,1,2,1,1,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/stagesubmitter.pp,0,3,27,2,2,1,11,10,1,0,1,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/elasticsearch.pp,0,9,93,3,2,1,31,42,7,0,4,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/processor.pp,1,4,65,4,4,1,18,18,6,0,0,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/collector.pp,0,3,40,3,3,1,18,17,1,0,2,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/common.pp,0,5,61,1,2,0,25,29,3,0,4,0
MOZILLA,socorro-infra/puppet/modules/socorro/manifests/role/rabbitmq.pp,0,1,19,1,1,1,6,6,1,0,1,0
